12:41:06 | Smile | 
12:41:06 | Moved Left | 
12:41:06 | Smile | 
12:41:06 | Moved Left | 
12:41:06 | Smile | 
12:41:06 | Smile | 
12:41:08 | Moved Right | 
12:41:08 | Smile | 
12:41:08 | Smile | 
12:41:08 | Moved Left | 
12:41:08 | Smile | 
12:41:08 | Smile | 
12:41:08 | Smile | 
12:41:08 | Smile | 
12:41:08 | Moved Left | 
12:41:08 | Smile | 
12:41:09 | Smile | 
12:41:09 | Smile | 
12:41:09 | Smile | 
12:41:09 | Moved Left | 
12:41:09 | Smile | 
12:41:09 | Smile | 
12:41:09 | Smile | 
12:41:09 | Smile | 
12:41:09 | Moved Left | 
12:41:09 | Smile | 
12:41:09 | Moved Left | 
12:41:09 | Smile | 
12:41:09 | Smile | 
12:41:09 | Smile | 
12:41:18 | Moved Right | 
12:41:18 | Smile | 
12:41:18 | Smile | 
12:41:18 | Smile | 
12:41:18 | Smile | 
12:41:18 | Smile | 
12:41:18 | Moved Right | 
12:41:18 | Smile | 
12:41:18 | Smile | 
12:41:18 | Smile | 
12:41:19 | Smile | 
12:41:19 | Smile | 
12:41:19 | Smile | 
12:41:19 | Smile | 
12:41:19 | Blink | 
12:41:19 | Smile | 
12:41:19 | Smile | 
12:41:19 | Smile | 
12:41:19 | Smile | 
12:41:19 | Smile | 
12:41:19 | Smile | 
12:41:19 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:20 | Smile | 
12:41:21 | Smile | 
12:41:21 | Smile | 
12:41:21 | Smile | 
12:41:21 | Smile | 
12:41:21 | Smile | 
12:41:21 | Smile | 
12:41:21 | Smile | 
12:41:22 | Smile | 
12:41:22 | Smile | 
12:41:22 | Smile | 
12:41:22 | Smile | 
12:41:22 | Smile | 
12:41:22 | Smile | 
12:41:23 | Smile | 
12:41:23 | Smile | 
12:41:23 | Smile | 
12:41:23 | Smile | 
12:41:23 | Smile | 
12:41:23 | Smile | 
12:41:24 | Smile | 
12:41:24 | Smile | 
12:41:24 | Smile | 
12:41:24 | Smile | 
12:41:24 | Smile | 
12:41:24 | Smile | 
12:41:24 | Smile | 
12:41:24 | Smile | 
12:41:24 | Smile | 
12:41:24 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:25 | Smile | 
12:41:26 | Smile | 
12:41:26 | Smile | 
12:41:26 | Smile | 
12:41:26 | Smile | 
12:41:27 | Smile | 
12:41:27 | Smile | 
12:41:27 | Smile | 
12:41:27 | Smile | 
12:41:28 | Smile | 
12:41:28 | Smile | 
12:41:28 | Smile | 
12:41:28 | Smile | 
